ferdinand,dobrovolny,10,9,1973,39000
dalimil,kroupa,8,1,1994,63000
dzamil,horak,26,5,1965,50000
leopold,kouril,20,10,1979,72000
svatoslav,minarik,31,4,1965,39000
vladislav,berka,6,1,1977,25000
sava,schneider,31,3,1965,95000
ctirad,gajdos,27,6,1981,67000
bohdan,janca,19,11,1940,94000
ferdinand,jezek,8,3,1930,19000
bohumir,hornak,16,6,1995,53000
ambroz,vacha,17,3,1972,1000
ondrej,dlouhy,17,5,1949,39000
mojmir,simecek,23,12,1958,66000
pravoslav,zelenka,1,1,1992,0
vavrinec,berka,14,2,1955,67000
oleg,pechacek,28,2,1934,78000
metodej,vlach,12,10,1933,43000
andrej,hejda,14,4,1932,37000
stanislav,hynek,15,1,2003,98000
metodej,volny,1,7,1940,43000
robert,hartman,21,2,1973,98000
lubomir,dudek,2,1,1966,65000
tibor,richter,4,7,1965,18000
sava,krcmar,14,12,1993,13000
julius,jezek,31,5,1980,29000
bohdan,pavelka,14,9,1963,19000
benedikt,janousek,22,6,1983,3000
kristian,tomek,16,7,1998,75000
pravoslav,navratil,14,6,1941,38000
pravoslav,svatos,24,6,1977,6000
ctirad,nemec,25,8,1966,39000
lubos,petrak,22,7,1937,3000
arnost,tomes,18,2,1944,70000
tomas,vlcek,12,4,1941,25000
oliver,blecha,20,2,1972,45000
dusan,valenta,23,1,1999,72000
zbysek,horky,11,11,1983,71000
milan,kuba,14,7,1956,10000
mojmir,holik,9,3,1934,70000
metodej,ziga,18,5,1983,98000
vilem,komarek,29,4,1946,37000
julius,drabek,25,10,1983,39000
hubert,kotek,2,1,2003,23000
pribyslav,vecera,19,2,1981,44000
veroslav,bartak,25,9,1970,80000
veroslav,kouril,16,2,1953,19000
vladislav,marik,14,3,1992,70000
rudolf,bajer,5,10,1980,1000
leopold,sova,29,11,1963,3000
sava,suk,28,8,1990,23000
zdenek,seidl,5,8,1997,74000
tonda,rudolf,17,4,1931,18000
kristian,tomasek,29,8,1958,93000
pribyslav,chmelik,9,6,1957,44000
lumir,michalek,31,2,2001,98000
matej,placek,28,4,1933,77000
nicolas,vagner,22,2,1998,13000
daniel,kozak,20,8,1979,39000
lubos,sindelar,11,3,2001,48000
petr,necas,3,7,1941,68000
hanus,zika,12,5,1958,26000
tomas,junek,4,10,1970,11000
david,smekal,24,5,1955,71000
tibor,safar,29,6,1980,85000
tibor,lukes,15,5,1981,55000
oleg,slanina,11,7,1997,43000
david,soukup,19,11,1974,60000
libor,bouska,25,2,1959,80000
vladimir,junek,24,5,1955,42000
robert,jirku,27,1,1985,6000
oliver,horacek,11,11,1938,25000
oto,hrabal,20,1,1978,38000
vladislav,solc,20,9,1963,48000
nicolas,jansa,12,11,1943,35000
rajmund,linhart,6,2,1955,41000
boleslav,kupka,12,9,1935,64000
radovan,demeter,27,4,1966,77000
matej,hrbek,19,10,1942,11000
evzen,sima,16,5,1992,54000
petr,drabek,24,1,1931,70000
dalimil,vala,15,9,1935,57000
jaroslav,konecny,21,12,1984,64000
radim,smejkal,8,5,1939,5000
zbysek,janku,11,8,1963,44000
benedikt,nemec,29,10,1943,26000
ctirad,brezina,6,6,1935,32000
ludvik,maly,6,12,1974,94000
petr,junek,18,11,1943,80000
ludvik,motycka,26,5,1991,90000
sebastian,martinek,17,1,1977,6000
poncian,vales,20,4,1954,27000
jaroslav,dvorsky,5,9,1952,50000
vitezslav,neumann,20,10,1942,90000
florian,koutny,12,1,1979,72000
ferdinand,schmidt,1,1,2002,0
daniel,karas,2,6,2000,78000
zbysek,tuma,22,12,1979,64000
milad,dokoupil,19,11,1978,78000
medard,hrdlicka,27,7,1962,5000
stanislav,janecek,14,3,1936,98000
libor,bouda,13,2,1958,61000
melichar,bednar,5,4,1970,43000
boris,antos,1,8,1985,5000
dionysius,malina,1,2,1991,6000
dionysius,zach,16,6,1983,93000
vnislav,dohnal,7,10,1935,39000
daniel,forman,12,10,2003,45000
cestmir,panek,11,9,1951,92000
bohdan,jelinek,25,11,1954,92000
metodej,marek,27,6,1997,93000
svatoslav,marecek,2,2,1960,64000
evzen,marecek,7,6,1959,10000
milad,polasek,15,10,1976,27000
hyacint,mikes,9,6,1969,18000
erik,polach,18,1,2000,50000
julius,landa,11,6,1996,60000
borivoj,dolejs,15,3,1982,32000
pribyslav,spacil,23,3,1969,55000
albert,brazda,28,8,1935,41000
nathan,hanus,8,8,1968,70000
leos,gajdos,7,3,1941,39000
veroslav,vondrak,16,3,1966,57000
robert,docekal,12,8,1997,30000
lubor,petr,26,4,1961,86000
tibor,vaclavik,27,3,1941,74000
nicolo,marek,12,9,2001,50000
milad,koukal,28,9,1956,50000
leopold,hudecek,16,1,1997,61000
herman,parizek,30,11,1974,24000
dusan,bednar,22,7,1995,77000
ctirad,jezek,29,9,2003,38000
benedikt,pokorny,10,1,2002,55000
nicolas,lukas,26,2,1960,6000
slavek,richter,30,3,1990,21000
roland,pesek,10,1,1995,31000
bohuslav,perina,9,12,1945,72000
cestmir,komarek,4,4,1995,44000
hubert,straka,21,3,2000,47000
robert,bezdek,19,8,1974,37000
andrej,svoboda,28,1,1952,93000
slavomir,zeleny,15,1,1992,80000
zavis,kaderabek,20,9,2004,11000
premysl,kopecny,3,11,1981,27000
rajmund,koudelka,30,1,1970,36000
ludvik,tomsu,29,6,1975,72000
pribyslav,lukes,20,3,1976,38000
filip,strouhal,8,11,1962,94000
vitezslav,dlouhy,11,8,1952,24000
bohumir,pospichal,10,5,1947,85000
ales,havlik,4,5,1967,66000
inocenc,petrik,18,7,1998,87000
tibor,vanek,17,1,1966,44000
oto,pokorny,19,8,2003,58000
svatoslav,kralik,29,2,1990,3000
dzamil,duda,10,8,1997,95000
david,provaznik,13,2,1946,41000
premysl,triska,8,2,1994,40000
vladislav,hrbek,5,9,1955,54000
miroslav,slezak,28,3,1938,42000
leopold,kolar,5,12,1963,56000
zdenek,tomes,26,2,1946,95000
dzamil,kudlacek,25,11,1944,65000
slavoj,stehlik,14,3,1968,54000
slavek,hruska,19,9,1983,28000
boris,nagy,22,5,2004,80000
oliver,kolacek,23,4,1965,39000
dzamil,tomecek,28,7,1931,54000
hubert,filip,25,9,2002,55000
kristian,skala,11,11,1961,29000
pravoslav,smolka,14,6,1975,80000
poncian,jirku,20,9,1949,72000
jaromir,spurny,26,2,1955,49000
herman,machac,2,6,1981,98000
kristian,balog,22,12,1932,55000
mikulas,lukas,23,3,1996,18000
tonda,brejcha,30,11,1951,42000
richard,fiedler,9,1,1986,24000
ambroz,filip,30,5,1953,37000
medard,polach,8,11,1974,11000
teodor,kaderabek,19,10,2003,66000
ludvik,krivanek,1,2,1997,96000
gustav,pesta,25,9,1974,94000
vilem,bouda,3,9,1964,8000
kristian,kubik,19,9,2002,23000
bartolomej,vodicka,21,10,1966,85000
slavomir,valenta,12,4,1963,49000
ctirad,ferko,31,10,1944,29000
stanislav,vales,28,11,1955,3000
metodej,javurek,17,12,1989,58000
tomas,hrbek,27,4,1959,6000
robin,richter,1,2,1996,98000
gustav,lebeda,10,5,1937,18000
miroslav,bajer,19,1,1980,66000
andrej,strouhal,13,4,1959,82000
zbynek,dohnal,29,5,1990,60000
mikulas,homola,8,6,1980,98000
sava,bohm,4,12,2001,63000
ferdinand,hlavacek,24,4,1998,64000
vavrinec,janu,1,6,1984,82000
tibor,reznicek,14,1,1964,18000
boleslav,schwarz,5,1,1968,40000
dionysius,jedlicka,19,6,1935,72000
poncian,kriz,7,3,1990,92000
andrej,kupka,6,7,1951,74000
emil,rehak,9,4,1937,64000
tomas,liska,29,10,1988,58000
gregor,slavik,3,9,1973,33000
milad,dolejsi,17,9,1993,25000
bohuslav,vaculik,27,1,1936,99000
pribyslav,tichy,10,11,1949,11000
evzen,kovarik,3,6,1999,7000
alexandr,valek,27,2,1935,50000
kristian,dolejs,2,7,2000,94000
nicolas,rehak,5,1,1958,14000
mikulas,reznicek,14,2,1932,3000
ctislav,ryba,22,8,1961,69000
vladislav,sokol,17,9,1992,43000
filip,vondracek,12,4,1946,59000
alvin,janacek,17,6,1987,25000
milad,albrecht,1,12,1983,25000
horymir,zavadil,6,12,1983,81000
zacharias,klimes,16,12,1978,93000
pravoslav,tomsu,10,9,1990,1000
oliver,matous,24,1,1958,58000
hyacint,bohm,29,2,1939,27000
nicolas,kos,6,5,1982,20000
vojtech,havlicek,31,10,1940,72000
bohdan,kohout,1,6,1935,27000
jaroslav,kukla,29,8,1976,21000
benedikt,kucera,30,2,2001,67000
daniel,vyskocil,13,6,1970,49000
emanuel,hanus,2,1,1946,34000
vojtech,plachy,17,12,1931,59000
ondrej,sedlak,20,8,1962,45000
teodor,horacek,7,12,1968,38000
mojmir,nemec,25,3,1946,66000
tomas,berger,16,9,1945,77000
dobroslav,vojta,10,7,1943,50000
veroslav,cihlar,9,11,1941,48000
mikulas,zima,10,2,1958,38000
marek,svatos,19,10,1962,88000
oleg,jezek,12,8,1935,27000
sava,jansa,5,8,1963,7000
marek,svejda,21,3,1957,24000
dzamil,hanus,16,9,1971,98000
kristian,triska,18,10,1972,33000
norbert,kubat,10,10,1995,38000
jaromir,volek,1,9,1958,27000
nicolo,bauer,29,5,1989,0
dominik,rysavy,27,7,1977,37000
nathan,safranek,1,1,1936,18000
hyacint,dobes,3,3,1974,24000
erik,cibulka,10,5,1957,82000
rajmund,kocourek,10,8,2003,32000
evzen,stefan,26,7,2002,74000
matej,zeleny,6,12,1966,53000
tomas,soukup,15,4,1980,28000
pravoslav,pavelka,25,8,1938,53000
dominik,foltyn,5,4,1979,37000
cyril,krcmar,12,4,1958,49000
kristian,bohm,22,1,1934,43000
vit,sykora,18,1,1951,69000
bohdan,koudelka,13,4,1975,96000
jaroslav,minarik,6,1,1943,72000
ferdinand,zajic,5,1,1983,71000
rajmund,horvat,19,2,1938,39000
kazimir,bednarik,30,2,1966,27000
kazimir,sedlak,20,9,1930,96000
jan,jansa,28,1,1958,94000
ctirad,kulhanek,7,4,1977,67000
alvin,blaha,30,10,1958,3000
herman,musil,15,9,1990,63000
ales,andel,18,12,1990,98000
slavomir,klima,2,5,1998,16000
veroslav,ambroz,3,11,1949,63000
rajmund,houdek,1,12,1956,3000
julius,forman,19,6,1965,33000
gregor,kovarik,12,1,1939,7000
tonda,kralik,1,7,1991,24000
cestmir,karasek,15,2,1956,64000
florian,sikora,6,6,1994,44000
sobeslav,stary,1,11,2004,57000
premysl,krizek,17,4,2000,80000
ondrej,soucek,16,3,1946,98000
radoslav,david,9,5,2002,48000
ondrej,suchy,11,3,1998,71000
vlastislav,gabor,21,1,1990,57000
matej,jirak,24,9,1984,78000
svatoslav,duda,3,10,1938,71000
florian,herman,26,9,1971,70000
oto,malek,3,12,1938,24000
alexej,hruska,24,11,1949,66000
herman,slaby,11,9,1992,92000
horymir,krcmar,15,7,1990,27000
kazimir,panek,30,10,1969,100000
vit,vrana,15,1,1977,27000
jiri,krejci,1,8,1930,4000
tomas,kudrna,27,3,1930,95000
herman,vecera,2,10,1977,71000
radomir,bednarik,29,7,1958,55000
kazimir,jahoda,1,6,1985,26000
ondrej,vaculik,31,11,1937,37000
roman,janku,11,8,1950,59000
borivoj,zamecnik,18,9,1970,88000
dusan,smetana,1,7,1930,79000
stepan,stransky,13,5,1969,92000
adam,smutny,19,7,2003,37000
honza,zach,18,4,1972,25000
milan,urban,24,4,1985,39000
vavrinec,tomasek,19,6,1989,70000
rene,pelc,1,5,1999,30000
ferdinand,malik,30,2,1981,70000
matej,studeny,18,3,1988,27000
zbysek,hosek,17,1,1994,25000
emanuel,macek,13,4,1930,64000
benedikt,horak,27,1,1992,24000
robin,hofman,27,3,1994,19000
dusan,krejcik,1,9,1997,21000
daniel,janku,18,1,1971,27000
robert,maly,29,4,1934,40000
dionysius,vlasak,26,4,1963,37000
oleg,jirku,20,3,1986,92000
lubos,ferko,21,1,1961,39000
julius,pesek,4,4,1957,38000
sava,matejka,2,9,1971,57000
julius,soucek,18,2,2000,98000
roman,kazda,18,10,1936,68000
petr,ferko,2,8,1971,7000
evzen,bilek,12,9,1933,7000
vlastislav,vaculik,20,11,1990,53000
cestmir,formanek,30,1,1999,1000
pribyslav,mraz,13,2,1988,56000
herman,kalous,18,8,1997,27000
lev,vecera,8,1,1944,7000
bronislav,hrbek,30,2,1960,74000
matej,kozak,18,7,2004,72000
adam,svarc,20,5,1990,93000
klement,nemec,16,1,1965,66000
oliver,havranek,3,10,1971,5000
daniel,tuma,12,1,1978,76000
boris,koci,2,6,1956,39000
pribyslav,najman,3,7,1972,93000
daniel,nguyen,9,6,1954,93000
tibor,korinek,20,1,1946,45000
benedikt,ludvik,20,7,1969,8000
matej,lebeda,21,9,1961,23000
leopold,bezdek,14,12,1933,60000
ctislav,vanek,14,9,1965,19000
libor,novacek,21,4,1953,21000
horymir,havelka,31,3,1981,4000
pravoslav,junek,11,4,1970,6000
miroslav,zaruba,15,12,1986,4000
radovan,bucek,18,5,1963,76000
rajmund,cisar,31,5,1933,96000
ludvik,sivak,18,8,1945,79000
veroslav,vanicek,19,1,1936,44000
dionysius,pekar,16,11,2003,78000
ambroz,ludvik,4,4,1951,59000
ivo,kouba,20,7,1978,53000
kazimir,kocourek,27,7,1938,55000
leopold,sebek,23,1,1936,93000
filip,sivak,18,1,1979,59000
daniel,prucha,7,1,2003,86000
radim,pelikan,8,1,1935,59000
zikmund,koukal,25,12,2001,53000
alvin,tomas,5,1,1958,77000
dionysius,hofman,25,11,1934,98000
dionysius,broz,13,8,1986,59000
sava,hrncir,20,1,2000,59000
rajmund,cernoch,28,8,1983,8000
alvin,doubek,24,8,1966,66000
alexej,hruby,22,11,1951,76000
milad,hladky,30,1,1950,49000
venceslav,zima,1,1,1998,39000
tibor,slovak,9,11,1967,19000
roland,martinek,17,12,1989,32000
zbysek,prochazka,20,1,1954,69000
rajmund,koutny,22,1,1977,5000
hubert,marecek,31,12,1950,93000
sobeslav,prchal,8,9,1985,39000
veroslav,kantor,20,4,1954,98000
vladimir,vit,9,2,1997,55000
vnislav,kocian,22,1,1966,68000
patrik,slovak,5,8,1987,98000
premysl,sklenar,7,11,2000,14000
vincenc,blaha,8,7,1982,25000
bohdan,krizek,23,1,2000,5000
richard,cernoch,22,9,1930,55000
otmar,prokes,11,2,1935,43000
herman,kotlar,10,6,1973,8000
mojmir,karas,16,7,1939,71000
mikulas,hradecky,1,7,1942,39000
cyprian,rehor,27,10,1955,3000
cyril,nagy,23,6,1937,92000
adam,sebesta,8,11,1947,64000
horymir,junek,20,9,1951,39000
nicolas,kohout,27,11,1973,19000
teodor,cervinka,1,9,1959,96000
evzen,najman,1,8,1939,59000
richard,hrabal,14,4,1975,43000
poncian,sedlar,28,8,1937,77000
zdenek,fucik,23,7,1976,32000
vladislav,jirasek,3,1,1997,98000
daniel,pavel,25,8,1964,92000
norbert,novak,22,7,1976,66000
mojmir,jelinek,11,3,1966,48000
norbert,hladky,10,6,1949,84000
nicolas,hanzlik,9,12,1932,53000
lev,veverka,1,9,1939,5000
tomas,janu,8,9,1976,20000
lubomir,matousek,16,7,1987,89000
emil,knotek,19,12,1963,40000
evzen,frank,16,10,1975,88000
robert,lacko,6,11,1949,72000
vladislav,vana,23,11,1952,82000
tonda,polasek,22,8,1977,33000
ctirad,kantor,13,9,1933,5000
melichar,nedved,13,10,1947,66000
cyril,martinek,11,3,1977,68000
vladislav,kratochvil,23,10,1945,40000
blahoslav,brezina,23,8,1998,99000
pribyslav,cervenak,26,9,1993,70000
kazimir,hora,23,8,1957,80000
radim,brychta,17,4,1948,70000
ludvik,pazdera,16,6,1933,36000
inocenc,vecera,30,6,1982,87000
jeronym,vodicka,4,4,1969,92000
sava,ferko,10,3,1983,69000
libor,zboril,30,1,1936,32000
daniel,langer,3,12,1978,13000
benedikt,conka,24,6,1953,65000
tonda,ondracek,25,8,1943,1000
ferdinand,hladik,25,5,1956,25000
ctirad,hendrych,26,12,1952,98000
dionysius,zajicek,18,7,1977,70000
radim,lang,14,3,2002,50000
dionysius,ruzicka,5,6,1989,44000
dzamil,nemecek,27,4,2003,55000
lubor,kvasnicka,22,6,1930,59000
roman,filip,4,1,1998,98000
inocenc,machacek,2,12,1981,3000
vincenc,javurek,6,5,1987,77000
sava,slechta,23,12,1963,39000
zbynek,ptacek,17,1,1958,55000
herman,miko,11,2,1938,87000
tibor,slanina,13,10,1985,53000
dionysius,andel,6,7,1930,30000
kristian,prihoda,23,11,1948,94000
venceslav,smolik,26,11,1934,54000
ctirad,pechacek,16,1,1985,66000
arnost,safranek,13,12,1964,66000
vavrinec,holec,16,5,2002,5000
dzamil,malik,9,1,1980,57000
nicolas,langer,3,7,1998,72000
borivoj,petrik,1,1,1945,64000
borivoj,strnad,25,6,1990,64000
jaroslav,bouda,1,4,1975,48000
lev,krupicka,4,9,1991,57000
ludvik,hlavaty,2,1,1975,47000
zdenek,trcka,30,4,1988,53000
dalimil,vondra,6,12,1965,34000
dalimil,horak,25,11,1931,42000
kristian,antos,22,3,2001,53000
dionysius,novacek,31,9,1998,53000
slavomir,hejda,19,9,1953,25000
sava,pelc,7,1,1981,24000
oto,hejduk,12,3,1996,72000
blahoslav,zima,23,2,1944,33000
kristian,kysela,1,9,1986,20000
rene,zeman,2,9,2003,92000
sava,dubsky,26,2,1937,89000
radovan,barton,2,12,1970,53000
stepan,bouska,7,1,1992,14000
sava,elias,16,6,1977,37000
bruno,cizek,18,11,1998,48000
radovan,kriz,17,1,1933,98000
hubert,volek,29,7,1964,67000
mojmir,koci,23,10,1931,44000
robert,nejedly,7,3,1951,69000
bruno,skala,22,4,1969,92000
robert,hejda,6,10,1986,96000
leopold,tomas,19,2,1992,43000
bronislav,barta,5,1,1973,92000
miroslav,bobek,15,3,1968,53000
ambroz,dudek,21,8,1993,57000
premysl,nedved,4,6,1989,40000
ambroz,kubik,7,8,1954,7000
poncian,jakubec,20,11,1970,59000
robert,stuchlik,7,6,1975,79000
marek,stepan,8,1,1999,33000
arnost,hofman,17,6,1954,40000
vladimir,votava,13,5,1942,63000
dionysius,havranek,1,11,2000,39000
jeronym,dvorak,7,1,1957,26000
vavrinec,rudolf,11,5,1936,55000
horymir,rehak,19,6,1956,86000
honza,berger,13,5,1940,78000
alexej,kouril,22,7,1934,28000
roland,vorel,9,12,1970,13000
stanislav,kralik,14,1,1997,93000
zikmund,tomek,23,2,1932,39000
dionysius,fencl,2,6,1985,45000
mojmir,kopecny,15,3,1962,92000
artur,trcka,29,6,2001,64000
pravoslav,dolejsi,18,11,1957,61000
zbysek,trojan,1,5,1962,7000
roman,pavlicek,13,12,2004,71000
norbert,sedlak,14,9,1992,25000
benedikt,berka,23,1,1963,59000
dusan,louda,19,1,1958,47000
lubor,stepanek,3,12,1963,8000
milan,turek,29,3,1951,6000
vladimir,neubauer,5,2,1945,98000
kristian,zeman,7,4,1931,23000
vavrinec,blazek,11,5,1990,87000
oleg,veverka,25,1,1940,92000
boleslav,janda,10,1,1997,39000
ondrej,duda,17,12,1939,38000
patrik,hajek,13,11,1981,6000
dalimil,brazda,17,7,1968,67000
matej,fischer,24,12,1940,55000
milad,moravec,29,8,1930,53000
vilem,frank,29,3,1987,50000
klement,krivanek,24,1,1943,6000
svatoslav,zajicek,3,7,1957,74000
radomir,teply,7,7,2000,61000
vavrinec,cerny,10,6,1969,69000
robert,cisar,16,3,1968,88000
lubos,ambroz,28,1,2004,53000
alexandr,hala,18,10,1941,4000
emanuel,placek,29,7,1967,64000
petr,hajny,19,7,1938,63000
tibor,jerabek,20,7,1996,25000
lubor,zajicek,11,9,1931,13000
horymir,slovak,15,4,1935,67000
kazimir,uhlir,5,4,1949,40000
vojtech,vrba,11,1,1963,49000
ambroz,starek,28,2,1934,49000
oliver,kocourek,18,12,1943,1000
bohumir,vrabec,2,1,2004,61000
dzamil,musil,14,3,1962,5000
jaromir,pesek,20,2,1976,57000
julius,holecek,30,8,1950,66000
horymir,hrabal,19,4,1985,92000
stanislav,kuchar,26,11,1984,43000
vladimir,sebek,8,12,1935,82000
kristian,bouda,11,10,1995,95000
pravoslav,sivak,3,3,1977,44000
herman,tomasek,24,11,1951,14000
zikmund,vales,23,7,1971,96000
andrej,smolik,19,9,1947,17000
rudolf,hala,15,1,1969,71000
klement,cervinka,20,7,1978,19000
teodor,fort,15,3,2004,70000
slavomir,tomsu,7,1,1982,79000
vojtech,horak,22,5,1938,40000
leopold,raska,21,9,2000,71000
alexej,klimes,16,11,1953,26000
herman,komarek,5,8,1983,27000
vavrinec,bares,17,1,1931,25000
lubos,plachy,2,12,1964,71000
emanuel,trcka,1,1,1945,55000
andrej,cervinka,3,12,1940,70000
matous,kohout,21,5,1963,8000
vavrinec,gabor,12,2,1953,80000
pravoslav,pekarek,17,2,1952,33000
matej,novy,25,8,1989,39000
filip,vasek,22,2,1986,100000
mikulas,sebek,12,4,1963,19000
ferdinand,louda,10,11,2002,55000
dzamil,kudrna,23,7,1992,45000
dobroslav,janca,26,11,1996,64000
vladislav,hajny,29,5,1980,89000
mikulas,mikula,20,2,1938,98000
kristian,kukla,12,6,1983,80000
vladimir,stary,22,7,1959,1000
vlastimil,machacek,27,1,1950,14000
tibor,rehak,22,2,1980,5000
ctirad,slanina,24,9,1931,43000
dionysius,karlik,18,2,1972,93000
metodej,parizek,13,1,1947,24000
zacharias,jakes,11,10,1948,71000
roland,liska,1,7,1943,69000
vavrinec,sladek,1,7,2002,27000
patrik,cech,25,12,1955,39000
tibor,trcka,7,7,1995,65000
rudolf,dolejsi,21,11,1935,53000
lubor,jirak,14,1,1957,58000
rajmund,kubicek,22,10,1950,19000
herman,pavlik,26,5,1988,98000
ondrej,gajdos,30,1,1958,68000
tonda,skrivanek,23,8,1991,54000
radoslav,dolejsi,26,11,1935,56000
emanuel,trcka,1,3,1975,33000
julius,berka,11,1,1949,80000
roman,benes,5,12,1958,44000
slavoj,bily,16,4,1997,48000
zdenek,moravec,3,12,1933,50000
vavrinec,herman,27,5,1947,78000
oliver,antos,28,12,1956,70000
roland,vojtisek,12,2,1937,8000
kristian,kozel,17,11,1934,55000
bartolomej,cihlar,21,9,1954,74000
artur,marik,8,11,1987,39000
pravoslav,kaplan,5,4,1942,77000
ctirad,fojtik,1,2,1932,68000
leopold,vorel,29,4,1949,44000
zbynek,tuma,31,9,1963,93000
poncian,kovar,21,3,1982,11000
kristian,petrik,21,4,1950,1000
julius,trnka,17,2,1937,71000
nicolo,suchanek,1,3,1931,71000
mojmir,pilar,31,1,1976,64000
gregor,mrazek,17,9,1950,60000
alexej,smola,1,9,1936,57000
emanuel,havranek,23,4,2001,19000
florian,horvath,23,7,1947,4000
vavrinec,chladek,21,12,1948,92000
miroslav,pesta,4,3,1953,50000
tibor,varga,12,3,1974,14000
stepan,svab,14,8,1932,82000
nathan,horejsi,1,7,1988,79000
lumir,fencl,3,11,1960,8000
norbert,jasek,7,5,1944,26000
horymir,dobes,1,9,1959,70000
honza,hartman,13,2,1980,67000
bruno,starek,12,8,1980,43000
sava,houdek,16,4,1958,19000
slavoj,smolik,16,5,1990,69000
oleg,vales,6,12,1997,65000
evzen,bouda,11,3,1984,80000
jaromir,petrak,27,11,1998,48000
evzen,filip,22,2,1933,1000
silvestr,pavlik,31,11,1940,50000
svatoslav,motycka,3,8,1980,30000
vladimir,holik,26,10,1953,98000
gustav,strouhal,30,4,1949,39000
patrik,hlavaty,31,3,1999,61000
herman,zelenka,25,5,1993,71000
oliver,kunc,18,7,2002,85000
vilem,urban,19,7,1952,76000
richard,peterka,9,7,2000,96000
dzamil,dusek,19,1,1935,57000
tomas,trojan,17,11,1998,54000
david,kolar,25,2,1952,45000
alexej,chovanec,18,2,1941,7000
boleslav,pelikan,8,1,2001,99000
ferdinand,safranek,15,1,1969,93000
sava,dohnal,6,1,1967,8000
boris,schejbal,11,3,1956,72000
